two_theta,component-0,component-1,component-2,component-3,component-4,component-5,component-6,component-7
5.88048,0.07475992,0.019085625,-0.0,0.28371358,0.48141652,-0.0,-0.0,0.41164434
5.89856,0.083195046,0.018032385,-0.0,0.33302408,0.48549667,-0.0,-0.0,0.3841739
5.91664,0.08181617,0.01260274,-0.0,0.4042033,0.4876867,-0.0,-0.0,0.35825306
5.93472,0.08541062,0.012321057,-0.0,0.48798236,0.49029395,-0.0,-0.0,0.32340583
5.9528,0.07762444,0.010710464,-0.0,0.58162177,0.48956424,-0.0,-0.0,0.2752887
5.97088,0.07528893,0.011083462,-0.0,0.666292,0.48956314,-0.0,-0.0,0.22347414
5.98896,0.06987412,0.013219473,-0.0,0.71928203,0.48737097,-0.0,-0.0,0.16940938
6.00704,0.0650414,0.013908034,-0.0,0.7248795,0.48529634,-0.0,-0.0,0.13745394
6.02512,0.061904293,0.016171794,-0.0,0.6810953,0.4843303,-0.0,-0.0,0.13252896
6.0432,0.05384342,0.015728872,-0.0,0.5931896,0.4815555,-0.0,-0.0,0.15423246
6.06128,0.050953858,0.018368632,-0.0,0.48960802,0.48008657,-0.0,-0.0,0.20565222
6.07936,0.043365367,0.020240095,-0.0,0.3906206,0.4777929,-0.0,-0.0,0.2597046
6.09744,0.040848184,0.02193327,-0.0,0.31833556,0.47653127,-0.0,-0.0,0.31074074
6.11552,0.037528303,0.024089305,-0.0,0.2727338,0.47414503,-0.0,-0.0,0.3404662
6.1336,0.032446843,0.024452252,-0.0,0.2455653,0.4715672,-0.0,-0.0,0.36073712
6.15168,0.03364743,0.026639834,-0.0,0.231758,0.46955457,-0.0,-0.0,0.3693603
6.16976,0.02735059,0.02654147,-0.0,0.2176152,0.4651483,-0.0,-0.0,0.37114644
6.18784,0.029820777,0.027612867,-0.0,0.21164829,0.46253803,-0.0,-0.0,0.37946022
6.20592,0.027595209,0.029045416,-0.0,0.20424522,0.4575759,-0.0,-0.0,0.3775485
6.224,0.029078206,0.027459363,-0.0,0.20353901,0.4534476,-0.0,-0.0,0.38546297
6.24208,0.034309637,0.029212529,-0.0,0.20298883,0.44886348,-0.0,-0.0,0.3851417
6.26016,0.036404766,0.025417266,-0.0,0.20537959,0.44328633,-0.0,-0.0,0.3868001
6.27824,0.04638834,0.024494251,-0.0,0.21138167,0.43887258,-0.0,-0.0,0.38427767
6.29632,0.050253075,0.021549951,-0.0,0.2230762,0.4336546,-0.0,-0.0,0.36982217
6.3144,0.055722963,0.016835483,-0.0,0.25237128,0.42987204,-0.0,-0.0,0.3500004
6.33248,0.058331247,0.015547809,-0.0,0.29767308,0.42500067,-0.0,-0.0,0.3108231
6.35056,0.05649996,0.011722484,-0.0,0.36324522,0.4197108,-0.0,-0.0,0.2664324
6.36864,0.05646197,0.010932683,-0.0,0.43347684,0.41385823,-0.0,-0.0,0.21450691
6.38672,0.05249782,0.010530152,-0.0,0.49456948,0.40679726,-0.0,1.7934258e-06,0.16989765
6.4048,0.053026926,0.009879816,-0.0,0.53010505,0.40082484,-0.0,-0.0,0.14033991
6.42288,0.05219088,0.011068366,-0.0,0.53410155,0.39455673,-0.0,-0.0,0.12677947
6.44096,0.053344104,0.009450148,-0.0,0.49998623,0.3898034,-0.0,-0.0,0.13883063
6.45904,0.052151725,0.009769675,-0.0,0.4450997,0.3853343,-0.0,-0.0,0.16879706
6.47712,0.052819587,0.008678736,-0.0,0.38292992,0.38159123,-0.0,-0.0,0.21262003
6.4952,0.052320506,0.008774299,-0.0,0.3285107,0.37739375,-0.0,-0.0,0.25458917
6.51328,0.05136652,0.007554414,-0.0,0.2999684,0.37305558,-0.0,-0.0,0.29363063
6.53136,0.051777806,0.007579981,-0.0,0.2890389,0.3684684,-0.0,-0.0,0.31664476
6.54944,0.05008502,0.0064884312,-0.0,0.29494163,0.36354423,-0.0,-0.0,0.3274262
6.56752,0.04992403,0.005881335,-0.0,0.3070569,0.35875833,-0.0,-0.0,0.3273512
6.5856,0.045488663,0.005386435,-0.0,0.31652418,0.35343936,-0.0,-0.0,0.31574577
6.60368,0.042649753,0.0063407277,-0.0,0.31775138,0.3495458,-0.0,-0.0,0.30911687
6.62176,0.038561404,0.0077874465,-0.0,0.31112957,0.3455452,-0.0,-0.0,0.30091822
6.63984,0.034953263,0.00890759,-0.0,0.30146113,0.34162542,-0.0,-0.0,0.29988754
6.65792,0.03250149,0.010940457,-0.0,0.29605117,0.33796653,-0.0,-0.0,0.30620372
6.676,0.030073615,0.01197363,-0.0,0.2943032,0.33404654,-0.0,-0.0,0.31524256
6.69408,0.02917877,0.013206625,-0.0,0.30143452,0.3305975,-0.0,1.125953e-06,0.3277773
6.71216,0.026811333,0.013235574,-0.0,0.30970475,0.32661605,-0.0,-0.0,0.33414057
6.73024,0.024500238,0.014354023,-0.0,0.32018936,0.32335925,-0.0,-0.0,0.3377518
6.74832,0.022304013,0.015243903,-0.0,0.32754147,0.32047465,-0.0,-0.0,0.33262566
6.7664,0.018408932,0.016231414,-0.0,0.33473215,0.31785935,-0.0,-0.0,0.32159376
6.78448,0.015067894,0.017508794,-0.0,0.360356,0.31617177,-0.0,1.0622052e-06,0.30474865
6.80256,0.009385365,0.018740227,-0.0,0.4047444,0.31465244,-0.0,9.348057e-06,0.27297214
6.82064,0.0049648825,0.02060053,-0.0,0.49413812,0.3136154,-0.0,-0.0,0.2321667
6.83872,0.0023771643,0.022571612,-0.0,0.5958817,0.31231213,-0.0,0.08027836,0.16881302
6.8568,0.011065447,0.024284866,-0.0,0.72697747,0.30923352,-0.0,0.4935494,0.10632401
6.87488,0.0324557,0.023180362,-0.0,0.8331016,0.30410436,-0.0,1.0435557,0.022516713
6.89296,0.04741271,0.013501429,-0.0,0.9061642,0.29616132,-0.0,1.5508404,-0.0
6.91104,0.056667108,1.9839663e-05,-0.0,0.99500996,0.28932714,-0.0,2.0355687,-0.0
6.92912,0.063680425,-0.0,-0.0,1.0754541,0.2818898,-0.0,2.3984892,-0.0
6.9472,0.06830886,-0.0,-0.0,1.1466647,0.27533317,-0.0,2.5062056,-0.0
6.96528,0.07134529,-0.0,-0.0,1.187577,0.269384,-0.0,2.4013524,-0.0
6.98336,0.0677024,-0.0,-0.0,1.2012156,0.26394612,-0.0,2.0657213,-0.0
7.00144,0.06320066,-0.0,-0.0,1.1799444,0.26159588,-0.0,1.4969027,-0.0
7.01952,0.054483563,-0.0,-0.0,1.1311224,0.26020896,-0.0,0.83728564,-0.0
7.0376,0.045646586,-0.0,-0.0,1.0613866,0.26088914,-0.0,0.1718768,-0.0
7.05568,0.03674886,-0.0,-0.0,0.9746396,0.2629952,-0.0,-0.0,-0.0
7.07376,0.042632572,0.000789955,-0.0,0.8978068,0.2644825,-0.0,-0.0,-0.0
7.09184,0.050140314,0.004529883,-0.0,0.78185374,0.26430732,-0.0,-0.0,0.010963516
7.10992,0.053537086,-0.0,-0.0,0.67607516,0.26600018,-0.0,-0.0,0.100479305
7.128,0.062452696,-0.0,-0.0,0.6031822,0.27160722,-0.0,-0.0,0.15422747
7.14608,0.07602813,-0.0,-0.0,0.5426471,0.28198627,-0.0,-0.0,0.19373119
7.16416,0.09374121,-0.0,-0.0,0.4787924,0.29887453,-0.0,-0.0,0.22652447
7.18224,0.10732157,-0.0,-0.0,0.41633454,0.31870106,-0.0,-0.0,0.26824853
7.20032,0.11287292,-0.0,-0.0,0.35396793,0.33707204,-0.0,-0.0,0.3248098
7.2184,0.10181957,-0.0,-0.0,0.29803324,0.34618253,-0.0,-0.0,0.40659657
7.23648,0.08022431,-0.0,-0.0,0.25996378,0.3461475,-0.0,-0.0,0.51569307
7.25456,0.038237587,-0.0,-0.0,0.24738485,0.33718646,-0.0,-0.0,0.6308281
7.27264,-0.0,0.005380419,-0.0,0.27523986,0.32507432,-0.0,-0.0,0.7229945
7.29072,-0.0,0.02519181,-0.0,0.30694073,0.3121115,-0.0,-0.0,0.7343896
7.3088,-0.0,0.027940767,-0.0,0.29725143,0.29691473,-0.0,-0.0,0.6942908
7.32688,-0.0,0.022042237,-0.0,0.29294798,0.28446656,-0.0,-0.0,0.6452375
7.34496,-0.0,0.021643013,-0.0,0.29652867,0.27206087,-0.0,-0.0,0.5500489
7.36304,3.4089185e-06,0.022333518,-0.0,0.3055427,0.26017573,-0.0,-0.0,0.45224994
7.38112,0.011051166,0.021256054,-0.0,0.31509978,0.24987687,-0.0,-0.0,0.36982343
7.3992,0.019893164,0.019467726,-0.0,0.31663015,0.24112025,-0.0,-0.0,0.30800176
7.41728,0.026279654,0.011323464,-0.0,0.33281422,0.23542137,-0.0,-0.0,0.2816119
7.43536,0.030885536,0.008544555,-0.0,0.36650074,0.23108034,-0.0,-0.0,0.2545535
7.45344,0.033873744,0.0046252925,-0.0,0.43120405,0.22739875,-0.0,-0.0,0.2271781
7.47152,0.0376461,0.0033344005,-0.0,0.51315516,0.2242975,-0.0,-0.0,0.18669087
7.4896,0.038348634,0.0008948899,-0.0,0.6162638,0.2211736,-0.0,-0.0,0.14083976
7.50768,0.04299952,1.7501194e-05,-0.0,0.7213444,0.21854623,-0.0,0.11903407,0.08361799
7.52576,0.045973204,-0.0,-0.0,0.80780363,0.21497564,-0.0,0.14835788,0.022995729
7.54384,0.04541968,-0.0,-0.0,0.8424699,0.21206692,-0.0,0.010218868,7.681733e-06
7.56192,0.041300643,-0.0,-0.0,0.8518418,0.21034257,-0.0,-0.0,3.9117904e-06
7.58,0.039353833,-0.0,-0.0,0.8327425,0.20951647,-0.0,-0.0,4.168614e-05
7.59808,0.040279943,-0.0,-0.0,0.7670952,0.20837428,-0.0,-0.0,0.0062932945
7.61616,0.038540043,-0.0,-0.0,0.6707418,0.20683546,-0.0,-0.0,0.054028794
7.63424,0.036437918,-0.0,-0.0,0.5650352,0.20628965,-0.0,-0.0,0.11953447
7.65232,0.035563763,-0.0,-0.0,0.47689113,0.20626171,-0.0,-0.0,0.17652835
7.6704,0.03476844,-0.0,-0.0,0.40867105,0.20630102,-0.0,-0.0,0.21966729
7.68848,0.034200717,4.265262e-05,-0.0,0.36696258,0.20665948,-0.0,-0.0,0.25194374
7.70656,0.03278322,9.640961e-05,-0.0,0.34992683,0.20679045,-0.0,-0.0,0.27030298
7.72464,0.030601954,0.00045118827,-0.0,0.35080478,0.20661534,-0.0,-0.0,0.28166476
7.74272,0.027556477,0.00162699,-0.0,0.36674166,0.20633158,-0.0,-0.0,0.2890605
7.7608,0.026528137,0.0028470787,-0.0,0.38746336,0.20544218,-0.0,-0.0,0.29361087
7.77888,0.02327031,0.0038165683,-0.0,0.4059744,0.20396414,-0.0,-0.0,0.297068
7.79696,0.022681983,0.0046936767,-0.0,0.42126372,0.20316687,-0.0,-0.0,0.30595663
7.81504,0.020536589,0.0058864336,-0.0,0.42719343,0.20182781,-0.0,-0.0,0.31429186
7.83312,0.018932989,0.00588604,-0.0,0.4333764,0.20071642,-0.0,-0.0,0.32317397
7.8512,0.01716914,0.0072338996,-0.0,0.43766668,0.1991685,-0.0,-0.0,0.3257605
7.86928,0.015947934,0.007945045,-0.0,0.4472714,0.19764161,-0.0,-0.0,0.3225386
7.88736,0.016303707,0.008661771,-0.0,0.45946777,0.1961013,-0.0,-0.0,0.31140703
7.90544,0.018016152,0.008982606,-0.0,0.47046545,0.19438401,-0.0,-0.0,0.29144788
7.92352,0.020528069,0.008013231,-0.0,0.480249,0.19299917,-0.0,-0.0,0.2738951
7.9416,0.02246791,0.0068352586,-0.0,0.4849256,0.19157262,-0.0,-0.0,0.25770882
7.95968,0.024719572,0.0055003986,-0.0,0.48223948,0.19057192,-0.0,-0.0,0.24878013
7.97776,0.02581268,0.0043708077,-0.0,0.47403407,0.18951537,-0.0,-0.0,0.24601026
7.99584,0.026535653,0.003140489,-0.0,0.4546625,0.18867394,-0.0,-0.0,0.2497969
8.01392,0.027852176,0.0028512073,-0.0,0.43515697,0.18807743,-0.0,-0.0,0.25971785
8.032,0.029448932,0.002060678,-0.0,0.4207676,0.18748982,-0.0,-0.0,0.26702046
8.05008,0.032404784,0.0017334969,-0.0,0.41325182,0.18750028,-0.0,-0.0,0.27241737
8.06816,0.034303278,4.419664e-05,-0.0,0.4150508,0.18761598,-0.0,-0.0,0.2730331
8.08624,0.03738903,-0.0,-0.0,0.42584196,0.18802363,-0.0,-0.0,0.26743788
8.10432,0.039981954,-0.0,-0.0,0.4450665,0.18827288,-0.0,-0.0,0.2550893
8.1224,0.04196001,-0.0,-0.0,0.46675444,0.18849038,-0.0,-0.0,0.23872478
8.14048,0.043484166,-0.0,-0.0,0.48787224,0.18880686,-0.0,-0.0,0.21939644
8.15856,0.043223992,-0.0,-0.0,0.5028751,0.18908602,-0.0,-0.0,0.19852486
8.17664,0.041501377,-0.0,-0.0,0.50612175,0.1895756,-0.0,-0.0,0.17968605
8.19472,0.038650498,-0.0,-0.0,0.5013082,0.19030197,-0.0,-0.0,0.1634199
8.2128,0.034413394,-0.0,-0.0,0.48336846,0.19064191,-0.0,-0.0,0.14920999
8.23088,0.030587163,-0.0,-0.0,0.4523188,0.19080184,-0.0,-0.0,0.14285572
8.24896,0.024992201,-0.0,-0.0,0.41492075,0.19023064,-0.0,-0.0,0.14563286
8.26704,0.019417811,3.4022796e-05,-0.0,0.37626958,0.1892482,-0.0,-0.0,0.15596242
8.28512,0.014822987,0.0035085026,-0.0,0.34619308,0.18790558,-0.0,-0.0,0.16830282
8.3032,0.012355029,0.0056396783,-0.0,0.3290378,0.18653512,-0.0,-0.0,0.18015201
8.32128,0.010598083,0.007981045,-0.0,0.32842287,0.1849004,-0.0,-0.0,0.18642034
8.33936,0.010663304,0.008569221,-0.0,0.35244042,0.18353136,-0.0,-0.0,0.18619572
8.35744,0.012144361,0.009619322,-0.0,0.38924074,0.18196253,-0.0,9.445218e-06,0.17300606
8.37552,0.015927752,0.008805156,-0.0,0.4534458,0.18060721,-0.0,-0.0,0.15310128
8.3936,0.02137142,0.0083520245,-0.0,0.52035457,0.1795696,-0.0,-0.0,0.11938875
8.41168,0.029033769,0.005620899,-0.0,0.5881371,0.1794601,-0.0,2.8938878e-06,0.085811116
8.42976,0.03508679,0.003822701,-0.0,0.6353048,0.18048143,-0.0,-0.0,0.05287604
8.44784,0.03827595,0.00015697605,-0.0,0.662139,0.18198055,-0.0,-0.0,0.038286094
8.46592,0.038846936,-0.0,-0.0,0.6627022,0.18294017,-0.0,-0.0,0.035960793
8.484,0.03742642,-0.0,-0.0,0.6283065,0.18232298,-0.0,-0.0,0.05409122
8.50208,0.030868791,-0.0,-0.0,0.5766314,0.18063475,-0.0,-0.0,0.09791213
8.52016,0.023596728,5.967037e-05,-0.0,0.5137815,0.17897356,-0.0,-0.0,0.14876203
8.53824,0.015827317,0.0030884768,-0.0,0.45195055,0.17743175,-0.0,-0.0,0.19856536
8.55632,0.012588399,0.0063148355,-0.0,0.3974274,0.17675856,-0.0,-0.0,0.23904498
8.5744,0.011297543,0.008955753,-0.0,0.35175475,0.17588684,-0.0,-0.0,0.26447004
8.59248,0.013508293,0.009488655,-0.0,0.31947908,0.17483346,-0.0,-0.0,0.27930942
8.61056,0.017118277,0.009304578,-0.0,0.2977845,0.17286955,-0.0,-0.0,0.28180513
8.62864,0.020750044,0.0070376773,-0.0,0.28617123,0.17013493,-0.0,-0.0,0.27799657
8.64672,0.023837885,0.0051680105,-0.0,0.28442928,0.16745192,-0.0,-0.0,0.27098352
8.6648,0.02629277,0.0028708403,-0.0,0.28971526,0.16496255,-0.0,-0.0,0.25854072
8.68288,0.02756335,0.0015521976,-0.0,0.30173907,0.163023,-0.0,-0.0,0.24420364
8.70096,0.028778847,0.00017001203,-0.0,0.31935835,0.16171125,-0.0,-0.0,0.22524749
8.71904,0.029415647,0.00010065242,-0.0,0.33765152,0.16069217,-0.0,-0.0,0.2043094
8.73712,0.031370547,3.0153305e-05,-0.0,0.35460594,0.16037545,-0.0,-0.0,0.18371679
8.7552,0.03355341,-0.0,-0.0,0.36781242,0.160952,-0.0,-0.0,0.16580807
8.77328,0.03768669,-0.0,-0.0,0.37413225,0.16320546,-0.0,-0.0,0.15199699
8.79136,0.04274549,-0.0,-0.0,0.374831,0.1672902,-0.0,-0.0,0.14476861
8.80944,0.047793433,-0.0,-0.0,0.36910746,0.17258088,-0.0,-0.0,0.14310384
8.82752,0.050519932,-0.0,-0.0,0.3638659,0.17727971,-0.0,-0.0,0.14972131
8.8456,0.050184783,-0.0,-0.0,0.36068484,0.1797273,-0.0,-0.0,0.16437908
8.86368,0.045589734,-0.0,-0.0,0.36036932,0.17861304,-0.0,-0.0,0.18621339
8.88176,0.038643442,-0.0,-0.0,0.36487165,0.17523126,-0.0,-0.0,0.21410558
8.89984,0.029253023,-0.0,-0.0,0.36742264,0.17116043,-0.0,-0.0,0.24083611
8.91792,0.01729402,-0.0,-0.0,0.37484276,0.1679458,-0.0,-0.0,0.26167527
8.936,0.009785639,0.0043260884,-0.0,0.3801818,0.16665244,-0.0,-0.0,0.26349768
8.95408,0.00613445,0.00876918,-0.0,0.37531564,0.16588171,-0.0,-0.0,0.24759582
8.97216,0.007368996,0.010911422,-0.0,0.36033335,0.16458184,-0.0,-0.0,0.22523744
8.99024,0.01055989,0.010819345,-0.0,0.33794332,0.16210718,-0.0,-0.0,0.20216995
9.00832,0.0153321065,0.009471286,-0.0,0.31748194,0.15910606,-0.0,-0.0,0.18527131
9.0264,0.019641906,0.0066251643,-0.0,0.3036582,0.15608333,-0.0,-0.0,0.17529073
9.04448,0.022030974,0.004195375,-0.0,0.2976055,0.15362749,-0.0,-0.0,0.1700292
9.06256,0.023980573,0.0020445432,-0.0,0.29624704,0.15220717,-0.0,-0.0,0.1697301
9.08064,0.02399009,0.0010434182,-0.0,0.29750887,0.1510237,-0.0,-0.0,0.16958505
9.09872,0.023172146,0.00012261615,-0.0,0.29464793,0.15025027,-0.0,-0.0,0.17293175
9.1168,0.021070294,0.0002795475,-0.0,0.2903995,0.14960991,-0.0,-0.0,0.17741667
9.13488,0.018278496,0.0007783085,-0.0,0.28370076,0.14917636,-0.0,-0.0,0.18212788
9.15296,0.015170694,0.0018327313,-0.0,0.27289873,0.14915866,-0.0,-0.0,0.18599904
9.17104,0.012262079,0.003116046,-0.0,0.26267195,0.14957915,-0.0,-0.0,0.18904713
9.18912,0.009922448,0.004351573,-0.0,0.25146392,0.15028997,-0.0,-0.0,0.18866451
9.2072,0.008760283,0.005484772,-0.0,0.24301723,0.15102926,-0.0,-0.0,0.18762536
9.22528,0.009515163,0.0061370074,-0.0,0.23631845,0.15129349,-0.0,-0.0,0.18441924
9.24336,0.010428146,0.006107336,-0.0,0.22998603,0.15082201,-0.0,-0.0,0.18237287
9.26144,0.013465269,0.0056782872,-0.0,0.2266713,0.1503553,-0.0,-0.0,0.18409736
9.27952,0.01551757,0.0047687637,-0.0,0.22435242,0.1494175,-0.0,-0.0,0.18525091
9.2976,0.018077243,0.0033986003,-0.0,0.22593147,0.14922063,-0.0,-0.0,0.18998413
9.31568,0.020696789,0.0026342608,-0.0,0.22977024,0.14932883,-0.0,-0.0,0.19109303
9.33376,0.022231558,0.0014059043,-0.0,0.23560007,0.1495066,-0.0,-0.0,0.19185182
9.35184,0.024105646,0.0005293766,-0.0,0.2438013,0.14967054,-0.0,-0.0,0.19102557
9.36992,0.024737354,7.538092e-05,-0.0,0.25078833,0.14879578,-0.0,-0.0,0.1877648
9.388,0.025596399,6.817667e-05,-0.0,0.25940266,0.14779492,-0.0,-0.0,0.18619934
9.40608,0.026421,-0.0,-0.0,0.2674033,0.14634845,-0.0,-0.0,0.18260601
9.42416,0.026871478,-0.0,-0.0,0.2761408,0.14500105,-0.0,-0.0,0.17805918
9.44224,0.027967636,-0.0,-0.0,0.28309703,0.14426975,-0.0,-0.0,0.1722697
9.46032,0.028681723,-0.0,-0.0,0.28606683,0.14380778,-0.0,-0.0,0.16491486
9.4784,0.029457595,-0.0,-0.0,0.28723946,0.14375797,-0.0,-0.0,0.1587737
9.49648,0.030021736,-0.0,-0.0,0.2857103,0.14370976,-0.0,-0.0,0.15285808
9.51456,0.029917704,-0.0,-0.0,0.28392404,0.14361678,-0.0,-0.0,0.14857301
9.53264,0.03004086,-0.0,-0.0,0.28175545,0.14343192,-0.0,-0.0,0.14648557
9.55072,0.029344082,-0.0,-0.0,0.27996734,0.1429957,-0.0,-0.0,0.1458063
9.5688,0.029724583,-0.0,-0.0,0.2779906,0.1426184,-0.0,-0.0,0.14748348
9.58688,0.028781466,-0.0,-0.0,0.2796004,0.1420064,-0.0,-0.0,0.14832807
9.60496,0.028518759,-0.0,-0.0,0.28130066,0.14184126,-0.0,-0.0,0.15042804
9.62304,0.027333478,-0.0,-0.0,0.28983772,0.14164765,-0.0,-0.0,0.15034185
9.64112,0.026407072,-0.0,-0.0,0.29683802,0.141671,-0.0,-0.0,0.14726403
9.6592,0.024954032,-0.0,-0.0,0.3043881,0.14185283,-0.0,-0.0,0.14515874
9.67728,0.023731366,-0.0,-0.0,0.31108195,0.14229605,-0.0,-0.0,0.1418483
9.69536,0.0228155,-0.0,-0.0,0.3178675,0.1426894,-0.0,-0.0,0.13929574
9.71344,0.022472652,0.00037753515,-0.0,0.3268183,0.14268427,-0.0,-0.0,0.13563332
9.73152,0.023193808,0.0008330682,-0.0,0.33910534,0.14238988,-0.0,-0.0,0.1319664
9.7496,0.023565428,0.00059413316,-0.0,0.35395148,0.14149259,-0.0,-0.0,0.12795074
9.76768,0.023551064,0.0002785892,-0.0,0.37460345,0.14071989,-0.0,-0.0,0.123495795
9.78576,0.022841834,0.00017526453,-0.0,0.39505932,0.14014183,-0.0,-0.0,0.11699703
9.80384,0.02189801,0.000319943,-0.0,0.41648793,0.13991398,-0.0,-0.0,0.110563226
9.82192,0.021593392,0.0008498614,-0.0,0.4321754,0.13995984,-0.0,-0.0,0.101443246
9.84,0.021601008,0.001170775,-0.0,0.44116998,0.13983141,-0.0,-0.0,0.094447754
9.85808,0.022818485,0.00139962,-0.0,0.44194525,0.13977642,-0.0,-0.0,0.08871954
9.87616,0.022799637,0.0009811888,-0.0,0.43448833,0.13932613,-0.0,-0.0,0.08814295
9.89424,0.024189563,0.00057986134,-0.0,0.41880858,0.13922025,-0.0,-0.0,0.09246154
9.91232,0.021459512,0.00033359716,-0.0,0.4004123,0.1385318,-0.0,-0.0,0.1019837
9.9304,0.02109801,9.655144e-05,-0.0,0.3812268,0.13907889,-0.0,-0.0,0.11501595
9.94848,0.03268191,0.002564414,-0.0,0.3619393,0.13828678,-0.0,-0.0,0.11916131
9.96656,-0.0,-0.0,-0.0,0.34145918,0.13093965,-0.0,-0.0,0.14631891
9.98464,0.33070087,-0.0,-0.0,0.30380106,0.16234428,-0.0,-0.0,0.050035577
