wavenumber,component-0,component-1,component-2,component-3,component-4,component-5,component-6,component-7
603.40292126,0.18393715,-0.0,-0.0,0.09375904,0.87253684,-0.0,3.864289e-06,-0.0
606.75722604,0.18467347,-0.0,-0.0,0.09515363,0.8755728,-0.0,-0.0,-0.0
610.11021267,0.18617313,-0.0,-0.0,0.094370954,0.8775834,-0.0,-0.0,-0.0
613.46188188,0.18760459,-0.0,-0.0,0.093615696,0.8793095,-0.0,-0.0,-0.0
616.81223439,0.18854699,-0.0,-0.0,0.094054684,0.88033307,-0.0,-0.0,-0.0
620.16127094,0.18921952,-0.0,-0.0,0.094140045,0.88055944,-0.0,-0.0,-0.0
623.50899224,0.1903832,-0.0,-0.0,0.09376015,0.88049984,-0.0,-0.0,-0.0
626.85539903,0.19073758,-0.0,-0.0,0.09601706,0.8798723,-0.0,-0.0,-0.0
630.20049203,0.19099967,-0.0,-0.0,0.10123466,0.8787606,-0.0,-0.0,-0.0
633.54427197,0.19127665,-0.0,-0.0,0.11196693,0.8777229,-0.0,-0.0,-0.0
636.88673957,0.1933854,-0.0,-0.0,0.12729685,0.87574565,-0.0,-0.0,-0.0
640.22789555,0.19431457,-0.0,-0.0,0.14519495,0.87468404,-0.0,1.5156812e-05,-0.0
643.56774064,0.19620244,-0.0,-0.0,0.15499394,0.87316036,-0.0,1.9113844e-05,-0.0
646.90627556,0.1961265,-0.0,-0.0,0.15886071,0.8719071,-0.0,-0.0,-0.0
650.24350104,0.19671133,-0.0,-0.0,0.1532997,0.8704825,-0.0,-0.0,-0.0
653.57941779,0.19633038,-0.0,-0.0,0.14201674,0.86962897,-0.0,-0.0,-0.0
656.91402653,0.19549336,-0.0,-0.0,0.12588228,0.8682798,-0.0,8.164372e-06,-0.0
660.24732799,0.1952733,-0.0,-0.0,0.11362003,0.86707175,-0.0,-0.0,-0.0
663.57932289,0.19502091,-0.0,-0.0,0.10396083,0.86592335,-0.0,-0.0,-0.0
666.91001195,0.19504574,-0.0,-0.0,0.09782545,0.8646087,-0.0,-0.0,-0.0
670.23939588,0.19555046,-0.0,-0.0,0.09260696,0.863322,-0.0,-0.0,-0.0
673.56747541,0.1954007,-0.0,-0.0,0.089880705,0.86219376,-0.0,-0.0,-0.0
676.89425124,0.19625014,-0.0,-0.0,0.08738338,0.8612927,-0.0,-0.0,-0.0
680.21972411,0.19617324,-0.0,-0.0,0.085881256,0.86051226,-0.0,-0.0,-0.0
683.54389473,0.19680911,-0.0,-0.0,0.083899796,0.859799,-0.0,1.38506875e-05,-0.0
686.86676381,0.19731818,-0.0,-0.0,0.082996674,0.85943484,-0.0,-0.0,-0.0
690.18833207,0.1978817,-0.0,-0.0,0.0805301,0.85895973,-0.0,-0.0,-0.0
693.50860022,0.19873777,-0.0,-0.0,0.07831797,0.85911775,-0.0,-0.0,-0.0
696.82756899,0.19952701,-0.0,-0.0,0.07660806,0.85919297,-0.0,-0.0,-0.0
700.14523908,0.20011047,-0.0,-0.0,0.074694045,0.8598303,-0.0,-0.0,-0.0
703.4616112,0.20203678,-0.0,-0.0,0.07105106,0.86038595,-0.0,1.3299793e-05,-0.0
706.77668608,0.2042953,-0.0,-0.0,0.066731244,0.861749,-0.0,-0.0,-0.0
710.09046443,0.20669892,-0.0,-0.0,0.061373107,0.86361206,-0.0,-0.0,-0.0
713.40294695,0.20972778,-0.0,-0.0,0.055397958,0.8664054,-0.0,-0.0,-0.0
716.71413436,0.21176554,-0.0,-0.0,0.05033523,0.8692576,-0.0,-0.0,-0.0
720.02402737,0.21476035,-0.0,-0.0,0.044278998,0.87348914,-0.0,-0.0,-0.0
723.33262669,0.21716061,-0.0,-0.0,0.038379498,0.8790543,-0.0,-0.0,-0.0
726.63993303,0.21986704,-0.0,-0.0,0.031873826,0.8871602,-0.0,-0.0,-0.0
729.9459471,0.22106886,-0.0,-0.0,0.027744815,0.8978357,-0.0,-0.0,-0.0
733.25066962,0.22319694,-0.0,-0.0,0.022310229,0.91352165,-0.0,-0.0,-0.0
736.55410128,0.22599503,-0.0,-0.0,0.016933594,0.9375791,-0.0,-0.0,-0.0
739.8562428,0.23394161,-0.0,-0.0,0.0055219717,0.9668507,-0.0,-0.0,-0.0
743.15709488,0.24171123,-0.0,-0.0,0.0005005763,0.98837715,-0.0,-0.0,-0.0
746.45665823,0.24569719,-0.0,-0.0,0.000559905,0.9953029,-0.0,1.7741135e-05,-0.0
749.75493357,0.24841626,-0.0,-0.0,0.0021555533,0.9882672,-0.0,-0.0,-0.0
753.05192158,0.24629922,-0.0,-0.0,0.010523154,0.97013885,-0.0,-0.0,-0.0
756.34762299,0.23953949,-0.0,-0.0,0.024880862,0.94435734,-0.0,-0.0,-0.0
759.64203849,0.23214246,-0.0,-0.0,0.03639518,0.92083913,-0.0,-0.0,-0.0
762.93516879,0.22707367,-0.0,-0.0,0.04465802,0.9034121,-0.0,2.6534158e-06,-0.0
766.2270146,0.22371982,-0.0,-0.0,0.04968343,0.89109045,-0.0,-0.0,-0.0
769.51757661,0.22316007,-0.0,-0.0,0.050453555,0.8821597,-0.0,-0.0,-0.0
772.80685554,0.22452909,-0.0,-0.0,0.048900977,0.8750845,-0.0,-0.0,3.544937e-06
776.09485207,0.22522908,-0.0,-0.0,0.048105337,0.8686269,-0.0,-0.0,-0.0
779.38156692,0.22645095,-0.0,-0.0,0.04832747,0.8637528,-0.0,-0.0,-0.0
782.66700079,0.22684634,-0.0,-0.0,0.050586995,0.85969687,-0.0,3.4323907e-08,-0.0
785.95115437,0.2258985,-0.0,-0.0,0.05748619,0.8569681,-0.0,-0.0,-0.0
789.23402838,0.22476906,-0.0,-0.0,0.06736153,0.8548581,-0.0,-0.0,2.276315e-05
792.5156235,0.22342749,-0.0,-0.0,0.077365495,0.85352343,-0.0,1.4217684e-05,-0.0
795.79594043,0.22198623,-0.0,-0.0,0.08915143,0.8523094,-0.0,-0.0,-0.0
799.07497988,0.22127447,-0.0,-0.0,0.097779036,0.8519694,-0.0,-0.0,-0.0
802.35274255,0.22053649,-0.0,-0.0,0.1049326,0.8519456,-0.0,-0.0,-0.0
805.62922913,0.21969286,-0.0,-0.0,0.10776262,0.8524674,-0.0,-0.0,-0.0
808.90444032,0.21942705,-0.0,-0.0,0.10636634,0.8533653,-0.0,-0.0,-0.0
812.17837682,0.21988887,-0.0,-0.0,0.101935446,0.8545853,-0.0,-0.0,-0.0
815.45103931,0.22004092,-0.0,-0.0,0.09613171,0.8564097,-0.0,-0.0,-0.0
818.72242851,0.22089346,-0.0,-0.0,0.0889892,0.85898817,-0.0,9.962254e-06,3.083623e-05
821.9925451,0.22075446,-0.0,-0.0,0.08471721,0.86228997,-0.0,6.6334073e-06,5.970161e-05
825.26138978,0.21802461,-0.0,-0.0,0.08450418,0.86588734,-0.0,-0.0,5.6569144e-05
828.52896325,0.21232735,-0.0,-0.0,0.09096859,0.87042105,-0.0,-0.0,0.0008980014
831.79526619,0.20512794,-0.0,-0.0,0.09409502,0.874733,-0.0,-0.0,0.016522313
835.0602993,0.19758318,-0.0,-0.0,0.099015936,0.8798339,-0.0,-0.0,0.026581677
838.32406328,0.18621914,0.00071885117,-0.0,0.109685965,0.8873589,-0.0,-0.0,0.023926936
841.58655881,0.17069097,0.0051113525,-0.0,0.12534565,0.89722544,-0.0,6.7063393e-06,0.005521405
844.84778659,0.17085561,0.00050890894,-0.0,0.11320248,0.90690225,-0.0,-0.0,7.546365e-06
848.10774731,0.1781252,-0.0,-0.0,0.08585902,0.91509134,-0.0,-0.0,-0.0
851.36644166,0.20006612,-0.0,-0.0,0.03576969,0.9229063,-0.0,-0.0,-0.0
854.62387033,0.21908264,-0.0,-0.0,6.64292e-06,0.9277061,-0.0,-0.0,-0.0
857.880034,0.22449803,-0.0,-0.0,-0.0,0.92620015,-0.0,-0.0,-0.0
861.13493338,0.2315954,-0.0,-0.0,-0.0,0.9205849,-0.0,-0.0,-0.0
864.38856915,0.23870437,-0.0,-0.0,-0.0,0.9106715,-0.0,-0.0,-0.0
867.64094199,0.24490085,-0.0,-0.0,-0.0,0.8983847,-0.0,-0.0,-0.0
870.8920526,0.2485702,-0.0,-0.0,1.5855336e-05,0.8864566,-0.0,-0.0,-0.0
874.14190166,0.2507562,-0.0,-0.0,-0.0,0.87597626,-0.0,-0.0,-0.0
877.39048986,0.24677806,-0.0,-0.0,0.0123894,0.86911124,-0.0,-0.0,-0.0
880.63781788,0.23949727,-0.0,-0.0,0.03163116,0.86419326,-0.0,-0.0,-0.0
883.88388642,0.23435499,-0.0,-0.0,0.044690136,0.8613805,-0.0,1.00676e-05,-0.0
887.12869615,0.23179545,-0.0,-0.0,0.052748006,0.8598598,-0.0,-0.0,-0.0
890.37224776,0.23039834,-0.0,-0.0,0.05805774,0.8589008,-0.0,-0.0,1.6160348e-05
893.61454193,0.22925398,-0.0,-0.0,0.061995905,0.8583634,-0.0,-0.0,-0.0
896.85557936,0.22873393,-0.0,-0.0,0.064567395,0.85804045,-0.0,-0.0,-0.0
900.09536072,0.22853848,-0.0,-0.0,0.06592379,0.8580103,-0.0,-0.0,-0.0
903.33388669,0.22964984,-0.0,-0.0,0.06559526,0.858068,-0.0,-0.0,-0.0
906.57115796,0.22979635,-0.0,-0.0,0.067130536,0.8577975,-0.0,-0.0,-0.0
909.80717522,0.23056307,-0.0,-0.0,0.06798137,0.8582483,-0.0,-0.0,8.445441e-06
913.04193913,0.22969651,-0.0,-0.0,0.070902325,0.8585823,-0.0,-0.0,-0.0
916.27545038,0.23142861,-0.0,-0.0,0.070210405,0.8587776,-0.0,-0.0,-0.0
919.50770966,0.23157594,-0.0,-0.0,0.072602615,0.85952294,-0.0,-0.0,-0.0
922.73871764,0.23242505,-0.0,-0.0,0.07413489,0.86011195,-0.0,-0.0,-0.0
925.968475,0.23367046,-0.0,-0.0,0.07427616,0.86014545,-0.0,-0.0,-0.0
929.19698242,0.23379283,-0.0,-0.0,0.07592245,0.8608702,-0.0,-0.0,-0.0
932.42424058,0.23466675,-0.0,-0.0,0.07724063,0.860413,-0.0,-0.0,-0.0
935.65025016,0.23569442,-0.0,-0.0,0.077371195,0.86155313,-0.0,-0.0,-0.0
938.87501183,0.23580128,-0.0,-0.0,0.07862754,0.862182,-0.0,-0.0,-0.0
942.09852628,0.23624809,-0.0,-0.0,0.07796901,0.86267483,-0.0,-0.0,1.3422698e-05
945.32079417,0.2363785,-0.0,-0.0,0.0760468,0.86298263,-0.0,-0.0,-0.0
948.54181618,0.23688088,-0.0,-0.0,0.07489151,0.8635512,-0.0,-0.0,-0.0
951.761593,0.23721284,-0.0,-0.0,0.07136486,0.86419064,-0.0,-0.0,-0.0
954.98012529,0.23711166,-0.0,-0.0,0.06995136,0.8645292,-0.0,-0.0,-0.0
958.19741373,0.23787169,-0.0,-0.0,0.067552865,0.8647592,-0.0,-0.0,-0.0
961.41345899,0.23784006,-0.0,-0.0,0.06809692,0.8654428,-0.0,-0.0,-0.0
964.62826174,0.23830071,-0.0,-0.0,0.06820454,0.86587685,-0.0,-0.0,2.518624e-05
967.84182267,0.23876384,-0.0,-0.0,0.06974825,0.86632806,-0.0,-0.0,-0.0
971.05414244,0.2388102,-0.0,-0.0,0.0712823,0.86658007,-0.0,1.2682518e-05,-0.0
974.26522173,0.23970117,-0.0,-0.0,0.07113134,0.867122,-0.0,-0.0,-0.0
977.47506119,0.2400902,-0.0,-0.0,0.06991989,0.8671761,-0.0,-0.0,6.56891e-06
980.68366152,0.24069029,-0.0,-0.0,0.06832553,0.86790234,-0.0,-0.0,2.240786e-06
983.89102338,0.24056879,-0.0,-0.0,0.06714217,0.8685112,-0.0,-0.0,-0.0
987.09714743,0.24144262,-0.0,-0.0,0.0632029,0.86905545,-0.0,-0.0,-0.0
990.30203435,0.24151015,-0.0,-0.0,0.06191892,0.8686674,-0.0,-0.0,-0.0
993.5056848,0.24188495,-0.0,-0.0,0.059763916,0.8692285,-0.0,1.3151912e-05,-0.0
996.70809946,0.24188766,-0.0,-0.0,0.059949867,0.86976206,-0.0,-0.0,-0.0
999.909279,0.24226725,-0.0,-0.0,0.05878073,0.8698855,-0.0,-0.0,-0.0
1003.10922408,0.24311058,-0.0,-0.0,0.05758336,0.8700437,-0.0,-0.0,-0.0
1006.30793536,0.2437165,-0.0,-0.0,0.056293264,0.8702456,-0.0,-0.0,-0.0
1009.50541352,0.2442478,-0.0,-0.0,0.056308918,0.8703678,-0.0,-0.0,-0.0
1012.70165922,0.24466103,-0.0,-0.0,0.055728793,0.8709798,-0.0,1.1983994e-05,-0.0
1015.89667313,0.24498653,-0.0,-0.0,0.055741787,0.87131965,-0.0,-0.0,6.20199e-06
1019.09045591,0.2452424,-0.0,-0.0,0.055410624,0.8714833,-0.0,-0.0,-0.0
1022.28300823,0.24648064,-0.0,-0.0,0.054484878,0.87145716,-0.0,-0.0,-0.0
1025.47433076,0.24578469,-0.0,-0.0,0.0560596,0.87267077,-0.0,-0.0,-0.0
1028.66442414,0.24659501,-0.0,-0.0,0.054833908,0.87314236,-0.0,-0.0,-0.0
1031.85328906,0.24711825,-0.0,-0.0,0.054867912,0.8740432,-0.0,-0.0,-0.0
1035.04092617,0.24773994,-0.0,-0.0,0.05480921,0.87407476,-0.0,1.1995036e-05,-0.0
1038.22733614,0.24809037,-0.0,-0.0,0.054197762,0.87538093,-0.0,-0.0,-0.0
1041.41251962,0.24890254,-0.0,-0.0,0.053994097,0.87577134,-0.0,-0.0,-0.0
1044.59647728,0.24870706,-0.0,-0.0,0.055308014,0.8760469,-0.0,-0.0,-0.0
1047.77920978,0.25023967,-0.0,-0.0,0.053341568,0.87696016,-0.0,-0.0,-0.0
1050.96071778,0.25028592,-0.0,-0.0,0.05388756,0.87782127,-0.0,1.2874773e-05,-0.0
1054.14100194,0.25057873,-0.0,-0.0,0.05463377,0.8786098,-0.0,1.1648599e-05,-0.0
1057.32006292,0.25255555,-0.0,-0.0,0.052831765,0.88013583,-0.0,-0.0,-0.0
1060.49790138,0.25241652,-0.0,-0.0,0.05231088,0.88082457,-0.0,1.07015e-05,-0.0
1063.67451797,0.2541039,-0.0,-0.0,0.050981835,0.8823654,-0.0,-0.0,-0.0
1066.84991337,0.25405967,-0.0,-0.0,0.051300984,0.88382095,-0.0,-0.0,-0.0
1070.02408821,0.25598952,-0.0,-0.0,0.05070803,0.88489133,-0.0,-0.0,7.2072135e-06
1073.19704317,0.25785357,-0.0,-0.0,0.050929885,0.886161,-0.0,-0.0,9.379046e-06
1076.36877889,0.25932103,-0.0,-0.0,0.051226012,0.88700855,-0.0,-0.0,-0.0
1079.53929604,0.2597676,-0.0,-0.0,0.052515697,0.88711345,-0.0,1.0564355e-05,-0.0
1082.70859527,0.26197895,-0.0,-0.0,0.04998103,0.8872928,-0.0,1.050156e-05,-0.0
1085.87667723,0.2598624,-0.0,-0.0,0.05246683,0.8868563,-0.0,-0.0,-0.0
1089.04354259,0.2588435,-0.0,-0.0,0.05287942,0.8870027,-0.0,-0.0,-0.0
1092.20919199,0.25950685,-0.0,-0.0,0.051003758,0.886761,-0.0,1.0114865e-05,-0.0
1095.37362608,0.25894076,-0.0,-0.0,0.050884586,0.88656443,-0.0,-0.0,-0.0
1098.53684553,0.25947282,-0.0,-0.0,0.050095726,0.8865863,-0.0,-0.0,-0.0
1101.69885099,0.25973457,-0.0,-0.0,0.04891415,0.8867142,-0.0,-0.0,1.5414184e-05
1104.8596431,0.26051173,-0.0,-0.0,0.049562458,0.8868848,-0.0,-0.0,-0.0
1108.01922252,0.2597953,-0.0,-0.0,0.04903523,0.88731956,-0.0,-0.0,-0.0
1111.1775899,0.2603268,-0.0,-0.0,0.048658427,0.88749987,-0.0,-0.0,-0.0
1114.3347459,0.26074886,-0.0,-0.0,0.046944007,0.8879134,-0.0,1.4214565e-05,-0.0
1117.49069116,0.2610244,-0.0,-0.0,0.047207,0.88776433,-0.0,-0.0,-0.0
1120.64542633,0.26127338,-0.0,-0.0,0.046157897,0.88808477,-0.0,-0.0,-0.0
1123.79895206,0.262077,-0.0,-0.0,0.045033377,0.88819784,-0.0,-0.0,-0.0
1126.95126901,0.26194158,-0.0,-0.0,0.04576684,0.88894385,-0.0,-0.0,-0.0
1130.10237782,0.26265028,-0.0,-0.0,0.04501813,0.88870263,-0.0,-0.0,2.3042132e-06
1133.25227914,0.26343617,-0.0,-0.0,0.043277536,0.8887821,-0.0,-0.0,1.4958136e-05
1136.40097362,0.26338062,-0.0,-0.0,0.0435355,0.88910574,-0.0,-0.0,-0.0
