wavenumber,component-0,component-1,component-2,component-3,component-4,component-5,component-6,component-7
1139.5484619,0.26324427,-0.0,-0.0,0.043170825,0.88982826,-0.0,1.4024907e-05,-0.0
1142.69474464,0.2641636,-0.0,-0.0,0.04189299,0.8899533,-0.0,-0.0,-0.0
1145.83982247,0.2639195,-0.0,-0.0,0.04237224,0.89032954,-0.0,-0.0,-0.0
1148.98369605,0.26487482,-0.0,-0.0,0.04113319,0.89075696,-0.0,-0.0,3.642065e-07
1152.12636602,0.26447478,-0.0,-0.0,0.041315712,0.8919599,-0.0,-0.0,-0.0
1155.26783303,0.26534328,-0.0,-0.0,0.040880334,0.89192224,-0.0,-0.0,-0.0
1158.40809771,0.26546505,-0.0,-0.0,0.040437553,0.89291584,-0.0,1.8809033e-08,-0.0
1161.54716072,0.2667461,-0.0,-0.0,0.037695106,0.8931708,-0.0,1.2598935e-05,-0.0
1164.6850227,0.26671836,-0.0,-0.0,0.03929759,0.89397943,-0.0,-0.0,-0.0
1167.82168429,0.26712808,-0.0,-0.0,0.03763473,0.89455336,-0.0,-0.0,-0.0
1170.95714614,0.26781437,-0.0,-0.0,0.036594495,0.89524394,-0.0,1.05593645e-05,-0.0
1174.09140888,0.26759633,-0.0,-0.0,0.037913714,0.896324,-0.0,-0.0,-0.0
1177.22447316,0.2683706,-0.0,-0.0,0.037578322,0.89687014,-0.0,-0.0,-0.0
1180.35633962,0.2693841,-0.0,-0.0,0.035752546,0.89791703,-0.0,-0.0,-0.0
1183.4870089,0.27004758,-0.0,-0.0,0.034161124,0.89911795,-0.0,-0.0,-0.0
1186.61648164,0.27031347,-0.0,-0.0,0.03483615,0.9003149,-0.0,-0.0,-0.0
1189.74475849,0.27019322,-0.0,-0.0,0.034906138,0.9014318,-0.0,-0.0,-0.0
1192.87184008,0.2710444,-0.0,-0.0,0.03433702,0.90248066,-0.0,-0.0,-0.0
1195.99772704,0.27257466,-0.0,-0.0,0.031873677,0.9040168,-0.0,-0.0,-0.0
1199.12242003,0.27278653,-0.0,-0.0,0.031859223,0.9051986,-0.0,-0.0,-0.0
1202.24591968,0.2739443,-0.0,-0.0,0.03169346,0.9069015,-0.0,-0.0,-0.0
1205.36822662,0.27505606,-0.0,-0.0,0.030164765,0.9083679,-0.0,-0.0,-0.0
1208.48934149,0.27486408,-0.0,-0.0,0.031684645,0.91037077,-0.0,-0.0,-0.0
1211.60926494,0.27616617,-0.0,-0.0,0.029930428,0.91223854,-0.0,-0.0,-0.0
1214.72799759,0.27672598,-0.0,-0.0,0.029254353,0.91408616,-0.0,-0.0,-0.0
1217.84554008,0.27763614,-0.0,-0.0,0.029227456,0.9160668,-0.0,-0.0,-0.0
1220.96189305,0.27894083,-0.0,-0.0,0.028194249,0.9182935,-0.0,2.1132007e-06,-0.0
1224.07705714,0.2800401,-0.0,-0.0,0.027778588,0.9210016,-0.0,-0.0,-0.0
1227.19103297,0.28095937,-0.0,-0.0,0.027450902,0.92300093,-0.0,-0.0,-0.0
1230.30382119,0.28250167,-0.0,-0.0,0.025263889,0.9248798,-0.0,-0.0,-0.0
1233.41542242,0.2830915,-0.0,-0.0,0.025764229,0.92659193,-0.0,-0.0,-0.0
1236.5258373,0.28426397,-0.0,-0.0,0.024843723,0.92779577,-0.0,-0.0,-0.0
1239.63506646,0.2851516,-0.0,-0.0,0.024181802,0.9287934,-0.0,-0.0,-0.0
1242.74311053,0.28557935,-0.0,-0.0,0.024545182,0.92908496,-0.0,-0.0,-0.0
1245.84997016,0.28579006,-0.0,-0.0,0.025190393,0.9296372,-0.0,-0.0,-0.0
1248.95564596,0.2870957,-0.0,-0.0,0.023645101,0.9299238,-0.0,-0.0,-0.0
1252.06013856,0.28709307,-0.0,-0.0,0.023352036,0.9303411,-0.0,-0.0,-0.0
1255.16344861,0.2871264,-0.0,-0.0,0.023597896,0.9305725,-0.0,-0.0,-0.0
1258.26557673,0.28758523,-0.0,-0.0,0.02341483,0.93083763,-0.0,-0.0,-0.0
1261.36652355,0.2884365,-0.0,-0.0,0.02233187,0.9308679,-0.0,-0.0,-0.0
1264.4662897,0.28922617,-0.0,-0.0,0.021633256,0.9324061,-0.0,-0.0,-0.0
1267.5648758,0.28901994,-0.0,-0.0,0.022101419,0.9332407,-0.0,-0.0,-0.0
1270.66228249,0.2895394,-0.0,-0.0,0.021620806,0.9341368,-0.0,-0.0,-0.0
1273.75851039,0.2901053,-0.0,-0.0,0.020322843,0.93600106,-0.0,5.5293817e-06,-0.0
1276.85356014,0.2912264,-0.0,-0.0,0.018617911,0.93793565,-0.0,4.580949e-06,-0.0
1279.94743235,0.2918678,-0.0,-0.0,0.017898565,0.93944234,-0.0,-0.0,-0.0
1283.04012766,0.29271916,-0.0,-0.0,0.016356682,0.94151235,-0.0,-0.0,-0.0
1286.13164669,0.29281905,-0.0,-0.0,0.015620297,0.9435573,-0.0,-0.0,-0.0
1289.22199007,0.29419932,-0.0,-0.0,0.013075485,0.94604266,-0.0,-0.0,-0.0
1292.31115841,0.29460502,-0.0,-0.0,0.013224721,0.948223,-0.0,-0.0,-0.0
1295.39915236,0.2951839,-0.0,-0.0,0.011631311,0.9511416,-0.0,-0.0,-0.0
1298.48597253,0.29576308,-0.0,-0.0,0.01135744,0.95407504,-0.0,-0.0,-0.0
1301.57161954,0.29661196,-0.0,-0.0,0.010757544,0.95690465,-0.0,-0.0,-0.0
1304.65609402,0.2972969,-0.0,-0.0,0.011418284,0.9585646,-0.0,-0.0,-0.0
1307.73939659,0.29867783,-0.0,-0.0,0.011058588,0.95986825,-0.0,-0.0,-0.0
1310.82152788,0.29871058,-0.0,-0.0,0.012092073,0.9597393,-0.0,-0.0,-0.0
1313.9024885,0.2983832,-0.0,-0.0,0.015362024,0.9592575,-0.0,-0.0,-0.0
1316.98227909,0.29912335,-0.0,-0.0,0.016560946,0.95682496,-0.0,-0.0,-0.0
1320.06090025,0.29898208,-0.0,-0.0,0.017246494,0.95424443,-0.0,-0.0,-0.0
1323.13835261,0.29933673,-0.0,-0.0,0.016013267,0.9517175,-0.0,-0.0,-0.0
1326.2146368,0.29879186,-0.0,-0.0,0.016621586,0.9489134,-0.0,-0.0,-0.0
1329.28975342,0.29731506,-0.0,-0.0,0.019510267,0.94629884,-0.0,-0.0,-0.0
1332.36370311,0.29816362,-0.0,-0.0,0.016176857,0.9444718,-0.0,-0.0,-0.0
1335.43648647,0.29788494,-0.0,-0.0,0.015879672,0.94350874,-0.0,-0.0,-0.0
1338.50810414,0.29721406,-0.0,-0.0,0.016441414,0.9431704,-0.0,-0.0,-0.0
1341.57855672,0.29846102,-0.0,-0.0,0.014865942,0.9428112,-0.0,-0.0,-0.0
1344.64784483,0.29808727,-0.0,-0.0,0.014200791,0.943556,-0.0,-0.0,-0.0
1347.7159691,0.29849687,-0.0,-0.0,0.013236195,0.94441825,-0.0,-0.0,-0.0
1350.78293013,0.29845428,-0.0,-0.0,0.013839184,0.9455382,-0.0,-0.0,-0.0
1353.84872855,0.29964015,-0.0,-0.0,0.0121717965,0.9467031,-0.0,-0.0,-0.0
1356.91336497,0.30017826,-0.0,-0.0,0.011152617,0.9488984,-0.0,-0.0,-0.0
1359.97684001,0.30084684,-0.0,-0.0,0.009693858,0.9506631,-0.0,-0.0,-0.0
1363.03915428,0.30218154,-0.0,-0.0,0.008341626,0.95332885,-0.0,-0.0,-0.0
1366.1003084,0.30213684,-0.0,-0.0,0.00859252,0.9556929,-0.0,-0.0,-0.0
1369.16030297,0.30326077,-0.0,-0.0,0.0075361496,0.9585145,-0.0,-0.0,-0.0
1372.21913863,0.3039867,-0.0,-0.0,0.0074324827,0.9617573,-0.0,-0.0,-0.0
1375.27681597,0.3052981,-0.0,-0.0,0.005976978,0.9657205,-0.0,-0.0,-0.0
1378.33333561,0.3064499,-0.0,-0.0,0.0049324115,0.9698546,-0.0,-0.0,-0.0
1381.38869817,0.30820942,-0.0,-0.0,0.0022337022,0.9752471,-0.0,-0.0,-0.0
1384.44290425,0.30938596,-0.0,-0.0,0.00089285045,0.98033696,-0.0,-0.0,-0.0
1387.49595447,0.31142795,-0.0,-0.0,0.0004530645,0.9859621,-0.0,-0.0,-0.0
1390.54784944,0.31373388,-0.0,-0.0,-0.0,0.99044883,-0.0,-0.0,-0.0
1393.59858977,0.31653443,-0.0,-0.0,0.00016304247,0.9924748,-0.0,-0.0,-0.0
1396.64817607,0.31910974,-0.0,-0.0,0.00022601332,0.9910647,-0.0,-0.0,-0.0
1399.69660895,0.3206121,-0.0,-0.0,4.5116925e-05,0.9866384,-0.0,-0.0,-0.0
1402.74388902,0.32134226,-0.0,-0.0,0.00037328876,0.98020244,-0.0,-0.0,-0.0
1405.7900169,0.32138225,-0.0,-0.0,0.00079092465,0.9734293,-0.0,-0.0,-0.0
1408.83499317,0.3186426,-0.0,-0.0,0.0027441676,0.96662164,-0.0,-0.0,-0.0
1411.87881847,0.31830963,-0.0,-0.0,0.0028361315,0.962233,-0.0,-0.0,-0.0
1414.92149339,0.31686273,-0.0,-0.0,0.0043437774,0.9594089,-0.0,-0.0,-0.0
1417.96301854,0.31593248,-0.0,-0.0,0.0052016554,0.95687956,-0.0,-0.0,-0.0
1421.00339453,0.315809,-0.0,-0.0,0.0053560347,0.9553731,-0.0,-0.0,-0.0
1424.04262196,0.3160551,-0.0,-0.0,0.0058795842,0.9549988,-0.0,-0.0,-0.0
1427.08070145,0.31608018,-0.0,-0.0,0.005793464,0.95426095,-0.0,-0.0,-0.0
1430.11763359,0.3158895,-0.0,-0.0,0.0071372413,0.9543695,-0.0,-0.0,-0.0
1433.15341899,0.31713295,-0.0,-0.0,0.005126549,0.95411533,-0.0,-0.0,-0.0
1436.18805827,0.31721717,-0.0,-0.0,0.006125066,0.95471954,-0.0,-0.0,1.913414e-07
1439.22155201,0.31811306,-0.0,-0.0,0.003789158,0.95479715,-0.0,-0.0,-0.0
1442.25390083,0.31781027,-0.0,-0.0,0.0049816915,0.95485204,-0.0,-0.0,-0.0
1445.28510533,0.31823978,-0.0,-0.0,0.0043513817,0.9554234,-0.0,-0.0,-0.0
1448.31516611,0.31850156,-0.0,-0.0,0.005219241,0.9559418,-0.0,-0.0,-0.0
1451.34408378,0.3191602,-0.0,-0.0,0.0043530026,0.95589316,-0.0,-0.0,-0.0
1454.37185893,0.32032028,-0.0,-0.0,0.0027465215,0.95660055,-0.0,-0.0,-0.0
1457.39849217,0.32043585,-0.0,-0.0,0.0038066413,0.9564286,-0.0,-0.0,-0.0
1460.42398411,0.32145315,-0.0,-0.0,0.0014607456,0.95754135,-0.0,-0.0,-0.0
1463.44833534,0.32141632,-0.0,-0.0,0.0018139569,0.9571513,-0.0,-0.0,-0.0
1466.47154646,0.32184514,-0.0,-0.0,0.0015641174,0.95718986,-0.0,-0.0,-0.0
1469.49361807,0.32177058,-0.0,-0.0,0.0011968819,0.9573319,-0.0,7.6657265e-08,-0.0
1472.51455077,0.32275727,-0.0,-0.0,0.0015840211,0.9576454,-0.0,-0.0,-0.0
1475.53434517,0.3227465,-0.0,-0.0,0.0005061554,0.9581,-0.0,-0.0,-0.0
1478.55300186,0.32214648,-0.0,-0.0,0.0013593308,0.95842344,-0.0,-0.0,-0.0
1481.57052144,0.32314563,-0.0,-0.0,0.0008671078,0.9585332,-0.0,-0.0,-0.0
1484.5869045,0.32321402,-0.0,-0.0,0.00043815633,0.95865566,-0.0,-0.0,-0.0
1487.60215166,0.32294375,-0.0,-0.0,0.0011012506,0.9585035,-0.0,-0.0,-0.0
1490.61626349,0.32311878,-0.0,-0.0,0.0009364295,0.95884925,-0.0,-0.0,-0.0
1493.6292406,0.323142,-0.0,-0.0,0.0010064733,0.9586248,-0.0,1.0941426e-06,-0.0
1496.64108359,0.32337,-0.0,-0.0,0.00068664417,0.95893663,-0.0,-0.0,-0.0
1499.65179306,0.32426026,-0.0,-0.0,0.0005178742,0.95893073,-0.0,-0.0,-0.0
1502.66136959,0.324251,-0.0,-0.0,0.0003700307,0.9591955,-0.0,-0.0,-0.0
1505.66981378,0.32423547,-0.0,-0.0,0.0006741168,0.95933926,-0.0,-0.0,-0.0
1508.67712623,0.32473987,-0.0,-0.0,0.00031505537,0.9595674,-0.0,-0.0,-0.0
1511.68330753,0.32457626,-0.0,-0.0,0.00035463515,0.9596233,-0.0,-0.0,-0.0
1514.68835828,0.3248596,-0.0,-0.0,0.000112482405,0.9600483,-0.0,-0.0,-0.0
1517.69227907,0.32496884,-0.0,-0.0,0.00012609796,0.96035033,-0.0,1.3036577e-05,-0.0
1520.69507049,0.32534635,-0.0,-0.0,6.47533e-05,0.96050227,-0.0,-0.0,-0.0
1523.69673314,0.32550466,-0.0,-0.0,0.00040380083,0.9607079,-0.0,-0.0,-0.0
1526.69726761,0.32573566,-0.0,-0.0,0.00023745521,0.96140677,-0.0,-0.0,-0.0
1529.69667448,0.32600355,-0.0,-0.0,0.00025969712,0.96142095,-0.0,1.1198925e-05,-0.0
1532.69495436,0.32612285,-0.0,-0.0,0.00033943835,0.96248186,-0.0,-0.0,-0.0
1535.69210782,0.32634142,-0.0,-0.0,0.00010662383,0.9625689,-0.0,-0.0,-0.0
1538.68813548,0.32616815,-0.0,-0.0,0.00028671214,0.96289486,-0.0,-0.0,-0.0
1541.6830379,0.32668334,-0.0,-0.0,0.00022872581,0.9634623,-0.0,6.154794e-06,-0.0
1544.67681569,0.3265804,-0.0,-0.0,0.00024922425,0.963956,-0.0,-0.0,-0.0
1547.66946943,0.32663655,-0.0,-0.0,0.00025000895,0.96396244,-0.0,-0.0,-0.0
1550.66099971,0.32718703,-0.0,-0.0,3.499779e-05,0.9648642,-0.0,-0.0,-0.0
1553.65140712,0.3271144,-0.0,-0.0,5.95255e-05,0.9649271,-0.0,-0.0,-0.0
1556.64069225,0.3276736,-0.0,-0.0,0.00024005072,0.9647053,-0.0,-0.0,-0.0
1559.62885568,0.32818195,-0.0,-0.0,8.946694e-05,0.96527255,-0.0,-0.0,-0.0
1562.61589801,0.3279067,-0.0,-0.0,0.00019078699,0.96565956,-0.0,5.442566e-06,-0.0
1565.60181981,0.3286276,-0.0,-0.0,0.00029330314,0.9662351,-0.0,-0.0,-0.0
1568.58662169,0.3282783,-0.0,-0.0,0.00018174497,0.96823496,-0.0,-0.0,-0.0
1571.57030422,0.32869944,-0.0,-0.0,7.86668e-05,0.9694318,-0.0,-0.0,-0.0
1574.55286798,0.32925713,-0.0,-0.0,0.00020398511,0.9706215,-0.0,-0.0,-0.0
1577.53431357,0.3295821,-0.0,-0.0,0.00021975963,0.97106516,-0.0,-0.0,-0.0
1580.51464157,0.3303172,-0.0,-0.0,0.00012216857,0.97122526,-0.0,-0.0,-0.0
1583.49385256,0.33063903,-0.0,-0.0,0.00012731532,0.9711766,-0.0,9.801726e-06,-0.0
1586.47194713,0.33053097,-0.0,-0.0,4.251588e-05,0.9707528,-0.0,-0.0,-0.0
1589.44892586,0.33123904,-0.0,-0.0,0.00015930814,0.9707689,-0.0,-0.0,-0.0
1592.42478934,0.33191603,-0.0,-0.0,7.84363e-05,0.9710194,-0.0,-0.0,-0.0
1595.39953814,0.3318677,-0.0,-0.0,2.0292431e-05,0.9717041,-0.0,-0.0,-0.0
1598.37317285,0.33165708,-0.0,-0.0,-0.0,0.97238714,-0.0,-0.0,-0.0
1601.34569405,0.332432,-0.0,-0.0,6.876081e-05,0.97294295,-0.0,-0.0,-0.0
1604.31710233,0.33310065,-0.0,-0.0,0.000110404675,0.97355634,-0.0,-0.0,-0.0
1607.28739826,0.33309,-0.0,-0.0,9.311242e-05,0.97345537,-0.0,-0.0,-0.0
1610.25658243,0.33327484,-0.0,-0.0,7.78967e-05,0.9736919,-0.0,6.7899628e-06,-0.0
1613.22465541,0.33370182,-0.0,-0.0,4.5845376e-05,0.9737047,-0.0,-0.0,-0.0
1616.19161779,0.33415982,-0.0,-0.0,-0.0,0.97418207,-0.0,-0.0,-0.0
1619.15747014,0.33446482,-0.0,-0.0,6.2740975e-05,0.9744621,-0.0,-0.0,-0.0
1622.12221305,0.3346816,-0.0,-0.0,9.786358e-05,0.9749498,-0.0,-0.0,-0.0
1625.08584709,0.33498713,-0.0,-0.0,3.546129e-05,0.97461146,-0.0,-0.0,-0.0
1628.04837285,0.33535147,-0.0,-0.0,7.6410404e-05,0.9753451,-0.0,-0.0,-0.0
1631.00979089,0.3353855,-0.0,-0.0,7.9754944e-05,0.9755356,-0.0,-0.0,-0.0
1633.9701018,0.33575898,-0.0,-0.0,-0.0,0.9756504,-0.0,-0.0,-0.0
1636.92930616,0.3364496,-0.0,-0.0,8.373306e-05,0.97614485,-0.0,-0.0,-0.0
1639.88740454,0.33702648,-0.0,-0.0,2.2348842e-05,0.97592217,-0.0,-0.0,-0.0
1642.84439752,0.33735356,-0.0,-0.0,8.8126224e-05,0.9758466,-0.0,-0.0,-0.0
1645.80028567,0.33799863,-0.0,-0.0,4.0304847e-05,0.976262,-0.0,-0.0,-0.0
1648.75506957,0.3380571,-0.0,-0.0,3.793766e-05,0.97631806,-0.0,-0.0,-0.0
1651.7087498,0.33826306,-0.0,-0.0,6.077187e-05,0.9766276,-0.0,-0.0,-0.0
1654.66132693,0.33840165,-0.0,-0.0,7.779667e-05,0.97670925,-0.0,-0.0,-0.0
1657.61280153,0.33881414,-0.0,-0.0,-0.0,0.9765702,-0.0,-0.0,-0.0
1660.56317418,0.339347,-0.0,-0.0,-0.0,0.9764372,-0.0,-0.0,-0.0
1663.51244545,0.33990318,-0.0,-0.0,8.433926e-05,0.97683007,-0.0,-0.0,-0.0
1666.46061592,0.34090868,-0.0,-0.0,3.12497e-05,0.9764764,-0.0,-0.0,-0.0
1669.40768616,0.34110948,-0.0,-0.0,6.74506e-05,0.97708493,-0.0,-0.0,-0.0
1672.35365673,0.34151122,-0.0,-0.0,-0.0,0.9773409,-0.0,3.2795242e-06,-0.0
1675.29852822,0.34191474,-0.0,-0.0,7.060604e-05,0.9772952,-0.0,-0.0,-0.0
1678.2423012,0.34235135,-0.0,-0.0,1.3300549e-05,0.9774161,-0.0,-0.0,-0.0
1681.18497622,0.3428714,-0.0,-0.0,3.5671277e-05,0.97691274,-0.0,-0.0,-0.0
1684.12655388,0.34430823,-0.0,-0.0,3.1285002e-05,0.9770302,-0.0,5.3205204e-06,-0.0
1687.06703473,0.34397674,-0.0,-0.0,9.79894e-05,0.9775163,-0.0,-0.0,-0.0
1690.00641935,0.3438367,-0.0,-0.0,3.563029e-05,0.9770262,-0.0,-0.0,-0.0
1692.94470831,0.34463683,-0.0,-0.0,7.699014e-05,0.9773771,-0.0,-0.0,-0.0
1695.88190217,0.3447059,-0.0,-0.0,5.169073e-05,0.97731125,-0.0,-0.0,-0.0
1698.81800151,0.34443277,-0.0,-0.0,5.2637977e-05,0.9776116,-0.0,-0.0,-0.0
1701.75300689,0.3447643,-0.0,-0.0,4.4971297e-05,0.9772719,-0.0,4.997484e-06,-0.0
1704.68691888,0.3447032,-0.0,-0.0,3.1263953e-05,0.9770469,-0.0,-0.0,-0.0
1707.61973805,0.34492984,-0.0,-0.0,-0.0,0.9769982,-0.0,3.6311644e-06,-0.0
1710.55146497,0.34464487,-0.0,-0.0,-0.0,0.9771007,-0.0,7.3623073e-07,-0.0
1713.4821002,0.34477016,-0.0,-0.0,3.4978893e-05,0.9766861,-0.0,-0.0,-0.0
1716.41164431,0.3445618,-0.0,-0.0,3.2926986e-05,0.9767172,-0.0,-0.0,-0.0
1719.34009786,0.3447272,-0.0,-0.0,0.000106265856,0.9766665,-0.0,-0.0,-0.0
1722.26746143,0.34429002,-0.0,-0.0,4.6564233e-05,0.97605896,-0.0,-0.0,-0.0
1725.19373558,0.34446183,-0.0,-0.0,4.986656e-05,0.97551143,-0.0,-0.0,-0.0
1728.11892086,0.34450474,-0.0,-0.0,-0.0,0.9754971,-0.0,-0.0,-0.0
1731.04301786,0.3447201,-0.0,-0.0,9.968481e-05,0.97511697,-0.0,-0.0,-0.0
1733.96602712,0.34450936,-0.0,-0.0,7.0607195e-05,0.97479904,-0.0,-0.0,-0.0
1736.88794922,0.3444023,-0.0,-0.0,4.3372384e-05,0.97407377,-0.0,-0.0,-0.0
1739.80878472,0.34421843,-0.0,-0.0,-0.0,0.9737653,-0.0,-0.0,-0.0
1742.72853418,0.3442154,-0.0,-0.0,-0.0,0.9731975,-0.0,-0.0,-0.0
1745.64719817,0.34478843,-0.0,-0.0,4.0532443e-05,0.97225285,-0.0,-0.0,-0.0
1748.56477724,0.34464064,-0.0,-0.0,7.9640304e-05,0.9716434,-0.0,-0.0,-0.0
1751.48127195,0.34464562,-0.0,-0.0,1.282946e-05,0.97139615,-0.0,-0.0,-0.0
1754.39668288,0.3443575,-0.0,-0.0,3.9915412e-06,0.9706477,-0.0,-0.0,-0.0
1757.31101058,0.34435242,-0.0,-0.0,-0.0,0.9698799,-0.0,8.469927e-06,-0.0
1760.2242556,0.3445328,-0.0,-0.0,2.006147e-05,0.96948445,-0.0,-0.0,-0.0
1763.13641852,0.34468365,-0.0,-0.0,1.4875841e-05,0.96936524,-0.0,1.1555151e-05,-0.0
1766.0474999,0.34455517,-0.0,-0.0,-0.0,0.9687588,-0.0,-0.0,-0.0
1768.95750028,0.34435657,-0.0,-0.0,7.572078e-06,0.9683515,-0.0,-0.0,-0.0
1771.86642023,0.34455478,-0.0,-0.0,-0.0,0.96823937,-0.0,-0.0,-0.0
1774.77426031,0.34504414,-0.0,-0.0,3.805002e-05,0.96803486,-0.0,-0.0,-0.0
1777.68102108,0.34512946,-0.0,-0.0,-0.0,0.96747506,-0.0,-0.0,-0.0
1780.58670309,0.34481794,-0.0,-0.0,-0.0,0.96761405,-0.0,-0.0,-0.0
1783.49130691,0.34546468,-0.0,-0.0,2.4509123e-05,0.96713555,-0.0,-0.0,-0.0
1786.39483309,0.34511942,-0.0,-0.0,1.2974087e-06,0.96658385,-0.0,-0.0,-0.0
1789.29728218,0.3458015,-0.0,-0.0,-0.0,0.9661333,-0.0,-0.0,-0.0
1792.19865475,0.34598458,-0.0,-0.0,-0.0,0.9659954,-0.0,-0.0,-0.0
1795.09895135,0.34619465,-0.0,-0.0,1.5611322e-05,0.9657848,-0.0,-0.0,-0.0
1797.99817253,0.34638247,-0.0,-0.0,1.4542302e-05,0.96593964,-0.0,-0.0,-0.0
1800.89631885,0.3470451,-0.0,-0.0,2.0885884e-05,0.9659216,-0.0,-0.0,-0.0
1803.79339087,0.34691757,-0.0,-0.0,1.1332782e-05,0.9657576,-0.0,-0.0,-0.0
1806.68938914,0.3474026,-0.0,-0.0,-0.0,0.9658809,-0.0,-0.0,-0.0
1809.58431421,0.34787443,-0.0,-0.0,4.9452756e-05,0.96586764,-0.0,7.5669004e-06,-0.0
1812.47816664,0.34819126,-0.0,-0.0,-0.0,0.96641594,-0.0,-0.0,-0.0
1815.37094698,0.34858403,-0.0,-0.0,2.5948271e-05,0.9660824,-0.0,-0.0,-0.0
1818.26265579,0.34877446,-0.0,-0.0,-0.0,0.96650034,-0.0,-0.0,-0.0
1821.15329361,0.34887996,-0.0,-0.0,-0.0,0.9664765,-0.0,-0.0,-0.0
1824.04286101,0.34964797,-0.0,-0.0,1.6318252e-05,0.96626914,-0.0,-0.0,-0.0
1826.93135852,0.34966072,-0.0,-0.0,1.5314688e-05,0.9667566,-0.0,-0.0,-0.0
1829.81878671,0.35008138,-0.0,-0.0,6.888308e-06,0.96689904,-0.0,-0.0,-0.0
1832.70514612,0.35046446,-0.0,-0.0,-0.0,0.96670395,-0.0,-0.0,-0.0
1835.59043731,0.35126132,-0.0,-0.0,3.7018104e-05,0.9667224,-0.0,-0.0,-0.0
1838.47466082,0.3513739,-0.0,-0.0,5.0035178e-05,0.96669644,-0.0,-0.0,-0.0
1841.35781721,0.3521621,-0.0,-0.0,7.310282e-05,0.9671881,-0.0,-0.0,-0.0
1844.23990702,0.3521904,-0.0,-0.0,2.9423896e-05,0.9674295,-0.0,-0.0,-0.0
1847.1209308,0.3527555,-0.0,-0.0,3.505833e-05,0.9674723,-0.0,-0.0,-0.0
1850.00088911,0.35291144,-0.0,-0.0,-0.0,0.9674139,-0.0,-0.0,-0.0
1852.87978249,0.35335588,-0.0,-0.0,-0.0,0.9677844,-0.0,-0.0,-0.0
1855.75761149,0.35423744,-0.0,-0.0,-0.0,0.96804714,-0.0,-0.0,-0.0
1858.63437666,0.35408536,-0.0,-0.0,-0.0,0.9677544,-0.0,-0.0,-0.0
1861.51007854,0.35447913,-0.0,-0.0,5.5358032e-05,0.96812713,-0.0,-0.0,-0.0
1864.38471769,0.35461843,-0.0,-0.0,1.6060125e-05,0.96822673,-0.0,-0.0,-0.0
1867.25829464,0.35557073,-0.0,-0.0,-0.0,0.9691344,-0.0,-0.0,-0.0
1870.13080995,0.35550582,-0.0,-0.0,4.7367434e-05,0.9688824,-0.0,-0.0,-0.0
1873.00226415,0.35568392,-0.0,-0.0,4.6118806e-05,0.9691867,-0.0,-0.0,-0.0
1875.87265781,0.35589063,-0.0,-0.0,9.128322e-06,0.9688485,-0.0,-0.0,-0.0
1878.74199145,0.3561192,-0.0,-0.0,-0.0,0.9689185,-0.0,-0.0,-0.0
1881.61026563,0.35660082,-0.0,-0.0,1.9510217e-05,0.9691405,-0.0,-0.0,-0.0
1884.47748089,0.35677785,-0.0,-0.0,-0.0,0.9696948,-0.0,-0.0,-0.0
1887.34363778,0.35694507,-0.0,-0.0,-0.0,0.96948475,-0.0,-0.0,-0.0
1890.20873683,0.3566991,-0.0,-0.0,5.166598e-07,0.9691014,-0.0,1.4910589e-07,-0.0
1893.07277859,0.35700697,-0.0,-0.0,2.5299783e-05,0.96930295,-0.0,-0.0,-0.0
1895.93576361,0.35717463,-0.0,-0.0,-0.0,0.9689721,-0.0,-0.0,-0.0
1898.79769243,0.35704637,-0.0,-0.0,-0.0,0.96845025,-0.0,-0.0,-0.0
1901.65856558,0.3569542,-0.0,-0.0,6.601148e-05,0.96863335,-0.0,-0.0,-0.0
1904.51838362,0.35711202,-0.0,-0.0,6.4405604e-06,0.96828455,-0.0,-0.0,-0.0
1907.37714707,0.35730302,-0.0,-0.0,-0.0,0.9679911,-0.0,-0.0,-0.0
1910.23485649,0.35720044,-0.0,-0.0,1.8399064e-06,0.9672133,-0.0,-0.0,-0.0
1913.09151242,0.3571134,-0.0,-0.0,-0.0,0.96727717,-0.0,-0.0,-0.0
1915.94711538,0.35732532,-0.0,-0.0,-0.0,0.9669467,-0.0,-0.0,-0.0
1918.80166594,0.35745803,-0.0,-0.0,-0.0,0.9663898,-0.0,-0.0,-0.0
1921.65516461,0.35760272,-0.0,-0.0,5.6982684e-05,0.9665278,-0.0,-0.0,-0.0
1924.50761195,0.3575462,-0.0,-0.0,-0.0,0.9664348,-0.0,-0.0,-0.0
1927.35900849,0.3579274,-0.0,-0.0,-0.0,0.9659011,-0.0,-0.0,-0.0
1930.20935477,0.35800385,-0.0,-0.0,-0.0,0.9652589,-0.0,-0.0,-0.0
1933.05865133,0.35813713,-0.0,-0.0,1.272748e-05,0.9649879,-0.0,7.600644e-06,-0.0
1935.9068987,0.3576181,-0.0,-0.0,-0.0,0.9644648,-0.0,8.235086e-06,-0.0
1938.75409743,0.35788953,-0.0,-0.0,-0.0,0.9640225,-0.0,-0.0,-0.0
1941.60024804,0.35787493,-0.0,-0.0,-0.0,0.9632128,-0.0,-0.0,-0.0
1944.44535109,0.35788542,-0.0,-0.0,-0.0,0.962819,-0.0,-0.0,-0.0
1947.2894071,0.35804692,-0.0,-0.0,2.5972899e-05,0.9628245,-0.0,-0.0,-0.0
1950.1324166,0.35793796,-0.0,-0.0,-0.0,0.9618529,-0.0,-0.0,-0.0
